ID,loc,title,bedroom,bathroom,parking_space,price
113,Anambra,Cottage,3.0,2.0,2.0,914871.5902
3238,Ogun,Penthouse,3.0,2.0,2.0,2937338.097
3830,Benue,Bungalow,6.0,7.0,3.0,2066157.353
8428,Adamawa,Townhouse,8.0,5.0,6.0,2805093.336
1865,Ogun,Townhouse,2.0,1.0,4.0,1991650.417
2458,Anambra,Detached duplex,1.0,3.0,3.0,1663407.686
1340,Delta,Cottage,1.0,2.0,4.0,1598050.969
5937,Niger,Mansion,6.0,7.0,3.0,4006973.515
2824,Jigawa,Flat,4.0,2.0,1.0,1207542.683
12260,Ogun,Semi-detached duplex,2.0,3.0,5.0,1726925.923
7678,Kano,Detached duplex,6.0,2.0,2.0,2477513.115
8019,Kaduna,Apartment,2.0,5.0,3.0,1044145.787
992,Taraba,Apartment,8.0,6.0,5.0,2201107.225
4984,Niger,Bungalow,4.0,7.0,4.0,1642354.145
9421,Kogi,Townhouse,2.0,6.0,6.0,1568653.719
1673,Cross River,Penthouse,5.0,1.0,4.0,3178104.192
9953,Delta,Mansion,4.0,3.0,5.0,5017854.077
2541,Bayelsa,Mansion,1.0,1.0,4.0,3576720.853
5001,Sokoto,Mansion,6.0,7.0,3.0,3531179.729
6262,Borno,Semi-detached duplex,9.0,2.0,6.0,2630644.879
11760,Bauchi,Townhouse,6.0,2.0,4.0,1991747.398
5502,Akwa Ibom,Detached duplex,1.0,1.0,1.0,1681173.888
1204,Delta,Flat,2.0,1.0,1.0,1402804.086
2,Ebonyi,Flat,9.0,5.0,4.0,2343938.473
142,Bauchi,Detached duplex,5.0,2.0,2.0,1679174.368
6673,Rivers,Mansion,8.0,2.0,6.0,6950891.132
12070,Ondo,Flat,4.0,1.0,4.0,1124408.876
202,Ondo,Mansion,4.0,2.0,1.0,5131241.211
12090,Cross River,Bungalow,8.0,3.0,5.0,2808570.734
5175,Bauchi,Semi-detached duplex,1.0,6.0,3.0,1095440.438
826,Rivers,Flat,3.0,2.0,2.0,1855046.551
6411,Sokoto,Townhouse,4.0,5.0,5.0,1718417.852
2212,Ekiti,Detached duplex,2.0,2.0,3.0,1614220.515
1787,Nasarawa,Terrace duplex,3.0,1.0,3.0,1493258.685
1729,Imo,Bungalow,4.0,1.0,3.0,1499188.318
3390,Adamawa,Detached duplex,5.0,1.0,3.0,2122802.448
4113,Delta,Bungalow,4.0,4.0,3.0,2119837.483
10931,Bayelsa,Terrace duplex,2.0,7.0,3.0,2320453.564
3885,Kebbi,Detached duplex,8.0,5.0,1.0,2603197.132
84,Borno,Townhouse,3.0,2.0,3.0,1258881.039
1825,Lagos,Detached duplex,6.0,2.0,2.0,4651369.268
1961,Kebbi,Flat,1.0,2.0,3.0,592012.5733
8113,Benue,Townhouse,4.0,5.0,4.0,2974949.926
3462,Cross River,Semi-detached duplex,5.0,7.0,3.0,2559054.461
112,Ogun,Flat,4.0,2.0,1.0,1828367.806
6689,Ogun,Terrace duplex,4.0,6.0,1.0,2207861.064
2540,Oyo,Townhouse,1.0,2.0,4.0,1583878.664
9311,Abia,Flat,7.0,2.0,4.0,1941667.969
12091,Rivers,Bungalow,4.0,3.0,2.0,1941607.071
3471,Nasarawa,Townhouse,3.0,2.0,3.0,1607885.938
2413,Imo,Flat,1.0,2.0,2.0,1057804.15
10847,Osun,Semi-detached duplex,4.0,6.0,3.0,2791234.617
1460,Kano,Townhouse,2.0,2.0,1.0,1335028.988
11202,Anambra,Townhouse,7.0,7.0,6.0,3166237.601
9608,Benue,Mansion,5.0,6.0,5.0,3716207.725
315,Nasarawa,Bungalow,4.0,3.0,4.0,1449620.638
3359,Yobe,Bungalow,4.0,1.0,3.0,1008502.588
6339,Katsina,Townhouse,5.0,6.0,1.0,2061801.845
3411,Gombe,Apartment,8.0,3.0,6.0,2137097.53
10774,Nasarawa,Mansion,1.0,3.0,3.0,2435958.006
11384,Edo,Penthouse,8.0,2.0,1.0,3680200.837
345,Kaduna,Mansion,6.0,5.0,3.0,3858180.466
3549,Kaduna,Penthouse,2.0,7.0,3.0,2043783.122
3250,Rivers,Townhouse,1.0,3.0,4.0,1910889.739
784,Kogi,Semi-detached duplex,1.0,2.0,3.0,871197.9506
1743,Adamawa,Mansion,4.0,2.0,3.0,1234731.591
2098,Abia,Semi-detached duplex,4.0,2.0,4.0,1046488.624
4775,Lagos,Terrace duplex,5.0,1.0,3.0,3164212.655
9335,Ekiti,Penthouse,7.0,7.0,3.0,3441268.61
9403,Lagos,Flat,8.0,2.0,5.0,3991900.653
1953,Kaduna,Detached duplex,3.0,1.0,1.0,1570868.907
12239,Oyo,Flat,9.0,5.0,3.0,2948924.151
5465,Benue,Detached duplex,3.0,5.0,3.0,1738318.909
4824,Kebbi,Apartment,8.0,7.0,5.0,2045098.032
2192,Adamawa,Mansion,3.0,3.0,4.0,2822914.479
11440,Sokoto,Apartment,4.0,2.0,6.0,1249784.594
2473,Nasarawa,Penthouse,4.0,1.0,3.0,2261489.475
4321,Sokoto,Mansion,4.0,1.0,6.0,2739172.191
2752,Abia,Semi-detached duplex,2.0,1.0,4.0,1079995.866
11902,Ekiti,Mansion,6.0,5.0,3.0,4216477.178
2123,Gombe,Flat,3.0,2.0,2.0,810734.5892
2086,Anambra,Detached duplex,4.0,1.0,3.0,2022774.121
11856,Kaduna,Flat,1.0,2.0,2.0,903140.9211
231,Ebonyi,Townhouse,8.0,1.0,2.0,2321466.348
1278,Edo,Apartment,9.0,1.0,5.0,2597754.811
3354,Nasarawa,Semi-detached duplex,7.0,3.0,2.0,2424700.912
705,Lagos,Flat,1.0,1.0,5.0,1906983.181
3948,Enugu,Mansion,1.0,2.0,2.0,3916725.89
8374,Abia,Flat,1.0,4.0,5.0,908427.3039
1927,Yobe,Terrace duplex,2.0,3.0,4.0,1118959.188
12974,Akwa Ibom,Apartment,3.0,2.0,3.0,1683797.512
1313,Oyo,Flat,5.0,2.0,4.0,1983254.907
7093,Ekiti,Mansion,4.0,3.0,6.0,3591184.444
8982,Nasarawa,Semi-detached duplex,7.0,2.0,6.0,2490459.783
5171,Abia,Semi-detached duplex,5.0,6.0,6.0,1820356.529
3787,Edo,Cottage,4.0,2.0,2.0,1831257.602
11181,Kano,Detached duplex,9.0,7.0,2.0,3506998.129
7550,Yobe,Flat,5.0,6.0,3.0,1576265.181
12998,Bayelsa,Penthouse,4.0,6.0,6.0,4067372.004
4197,Ogun,Flat,2.0,7.0,6.0,1753134.231
2549,Ondo,Penthouse,2.0,1.0,3.0,2179391.09
7513,Nasarawa,Mansion,3.0,5.0,4.0,3312372.648
2523,Ebonyi,Semi-detached duplex,4.0,1.0,3.0,949922.7558
3564,Kaduna,Flat,3.0,2.0,1.0,1206128.86
7169,Bauchi,Flat,8.0,2.0,4.0,2128070.691
2363,Bayelsa,Mansion,5.0,2.0,1.0,7602273.408
5674,Taraba,Flat,4.0,7.0,3.0,2198943.715
423,Taraba,Bungalow,5.0,3.0,2.0,1456209.794
10709,Akwa Ibom,Townhouse,7.0,2.0,6.0,3375251.569
8944,Ekiti,Detached duplex,4.0,2.0,3.0,2078452.332
2043,Edo,Bungalow,3.0,3.0,6.0,1654505.438
7432,Bayelsa,Flat,4.0,3.0,3.0,2361158.249
2925,Jigawa,Cottage,1.0,2.0,4.0,932207.7856
1201,Bauchi,Semi-detached duplex,4.0,2.0,2.0,884321.4802
6736,Anambra,Penthouse,4.0,3.0,6.0,3665749.864
6721,Akwa Ibom,Penthouse,6.0,2.0,6.0,3868510.749
11776,Gombe,Mansion,1.0,2.0,4.0,2222483.981
2129,Lagos,Townhouse,4.0,2.0,3.0,3766504.372
6598,Borno,Flat,4.0,7.0,3.0,1461717.076
2686,Sokoto,Townhouse,8.0,5.0,3.0,2481285.13
2454,Ekiti,Bungalow,4.0,2.0,2.0,1081026.47
4557,Abia,Semi-detached duplex,3.0,7.0,4.0,1437631.189
1284,Edo,Apartment,2.0,2.0,1.0,1136463.471
5887,Abia,Flat,7.0,2.0,4.0,1886849.477
4599,Nasarawa,Penthouse,6.0,1.0,3.0,2980808.822
1322,Katsina,Apartment,3.0,2.0,4.0,1152807.755
1627,Delta,Cottage,5.0,1.0,1.0,2200105.86
673,Akwa Ibom,Semi-detached duplex,4.0,1.0,4.0,2262641.116
1083,Jigawa,Penthouse,2.0,1.0,3.0,1614640.174
11991,Borno,Terrace duplex,5.0,2.0,5.0,1676519.625
2661,Yobe,Townhouse,1.0,1.0,1.0,999322.9095
2594,Nasarawa,Detached duplex,4.0,2.0,4.0,1993224.904
3381,Imo,Cottage,5.0,1.0,2.0,1704858.29
3977,Kogi,Penthouse,1.0,2.0,1.0,1344750.193
2324,Adamawa,Semi-detached duplex,2.0,1.0,1.0,1171287.713
2674,Kebbi,Bungalow,3.0,3.0,2.0,805302.7908
2165,Gombe,Penthouse,4.0,1.0,3.0,1272979.557
7382,Sokoto,Bungalow,4.0,7.0,4.0,1305270.675
12878,Ogun,Semi-detached duplex,2.0,2.0,3.0,1646263.396
10229,Niger,Bungalow,4.0,1.0,5.0,1857387.618
5539,Kwara,Bungalow,7.0,3.0,4.0,2031815.22
12238,Cross River,Bungalow,3.0,3.0,1.0,1652175.565
2865,Kwara,Detached duplex,4.0,6.0,1.0,1566920.798
11407,Niger,Penthouse,3.0,3.0,1.0,1907773.564
418,Plateau,Flat,4.0,1.0,2.0,1026559.651
2269,Kano,Bungalow,4.0,3.0,4.0,1442144.576
2392,Oyo,Mansion,3.0,2.0,2.0,4852829.091
10660,Nasarawa,Bungalow,5.0,3.0,1.0,1794234.913
2910,Osun,Mansion,8.0,5.0,4.0,5018797.135
12695,Ekiti,Penthouse,7.0,2.0,1.0,3116877.186
11952,Niger,Detached duplex,4.0,2.0,5.0,1301584.684
4830,Abia,Terrace duplex,4.0,6.0,6.0,2011581.462
1889,Niger,Semi-detached duplex,1.0,7.0,3.0,1253799.043
12849,Borno,Apartment,3.0,5.0,3.0,1109003.194
3643,Adamawa,Semi-detached duplex,5.0,1.0,1.0,1606556.985
2355,Cross River,Mansion,4.0,5.0,3.0,5760959.722
1294,Zamfara,Townhouse,3.0,1.0,3.0,1247196.639
10909,Lagos,Semi-detached duplex,9.0,2.0,3.0,4694730.183
3437,Taraba,Townhouse,7.0,4.0,4.0,2494033.396
1142,Plateau,Detached duplex,2.0,2.0,3.0,1384963.64
4374,Enugu,Semi-detached duplex,2.0,7.0,3.0,1730907.349
10598,Rivers,Townhouse,7.0,2.0,1.0,3390661.839
8376,Benue,Mansion,6.0,1.0,6.0,3708941.283
2135,Abia,Bungalow,3.0,6.0,4.0,1277861.429
2406,Enugu,Bungalow,9.0,6.0,1.0,2936028.668
9089,Abia,Flat,5.0,4.0,6.0,1612536.9
809,Kaduna,Flat,1.0,2.0,2.0,996346.0404
5577,Delta,Semi-detached duplex,7.0,6.0,3.0,3209046.309
12917,Enugu,Apartment,8.0,2.0,4.0,2538319.24
2402,Rivers,Semi-detached duplex,4.0,5.0,6.0,2679974.091
557,Kano,Apartment,8.0,3.0,3.0,2288593.304
1001,Benue,Detached duplex,5.0,2.0,2.0,1894026.245
10148,Jigawa,Terrace duplex,2.0,3.0,2.0,1217014.148
1581,Katsina,Semi-detached duplex,1.0,1.0,2.0,1024414.059
7804,Kano,Bungalow,1.0,1.0,4.0,1018933.092
2234,Edo,Mansion,5.0,2.0,4.0,2449838.037
408,Nasarawa,Mansion,9.0,4.0,5.0,5339469.02
11979,Jigawa,Apartment,2.0,5.0,3.0,964829.8033
2864,Cross River,Semi-detached duplex,4.0,1.0,2.0,2040247.565
1015,Osun,Townhouse,3.0,2.0,2.0,1561125.653
2764,Oyo,Bungalow,2.0,3.0,4.0,1331705.306
389,Yobe,Bungalow,5.0,2.0,4.0,1428542.045
3268,Kogi,Semi-detached duplex,5.0,1.0,3.0,1476322.065
4826,Bayelsa,Detached duplex,1.0,1.0,6.0,2200259.11
3435,Gombe,Bungalow,1.0,2.0,2.0,936330.0404
2534,Sokoto,Semi-detached duplex,4.0,1.0,3.0,1339539.91
12379,Anambra,Terrace duplex,1.0,7.0,3.0,1491278.052
12492,Nasarawa,Flat,4.0,2.0,1.0,983903.9596
3617,Kaduna,Penthouse,4.0,1.0,4.0,2209063.823
5657,Niger,Apartment,3.0,2.0,3.0,1186442.488
785,Kebbi,Flat,2.0,3.0,4.0,1025763.38
9762,Benue,Mansion,9.0,3.0,5.0,4768640.206
6835,Sokoto,Semi-detached duplex,4.0,6.0,5.0,2184940.652
9844,Oyo,Semi-detached duplex,8.0,4.0,5.0,2987254.314
3094,Kaduna,Semi-detached duplex,5.0,1.0,4.0,1794023.587
2155,Bauchi,Terrace duplex,2.0,1.0,1.0,938330.9144
2165,Ekiti,Bungalow,8.0,3.0,1.0,2413103.995
10434,Benue,Mansion,5.0,6.0,3.0,3666758.753
2509,Borno,Detached duplex,3.0,1.0,1.0,1354873.206
628,Borno,Terrace duplex,3.0,2.0,1.0,1209728.53
2706,Ebonyi,Detached duplex,4.0,6.0,2.0,1818497.733
12134,Cross River,Apartment,4.0,4.0,5.0,1818271.731
2630,Borno,Terrace duplex,3.0,1.0,3.0,1162385.679
3048,Delta,Detached duplex,4.0,2.0,4.0,2547412.134
4390,Jigawa,Apartment,9.0,5.0,5.0,2175834.253
2027,Kwara,Cottage,3.0,1.0,3.0,1273662.567
1319,Akwa Ibom,Bungalow,2.0,2.0,3.0,1490678.57
2224,Kogi,Terrace duplex,6.0,5.0,4.0,2138753.957
1862,Ekiti,Cottage,1.0,2.0,2.0,828475.3102
3040,Borno,Bungalow,3.0,3.0,4.0,1074300.348
5874,Imo,Mansion,4.0,6.0,5.0,3786642.621
2058,Rivers,Flat,4.0,2.0,3.0,2174730.559
7623,Yobe,Apartment,4.0,4.0,5.0,956787.5
281,Plateau,Townhouse,4.0,2.0,3.0,1880216.441
7448,Kano,Semi-detached duplex,8.0,3.0,3.0,2751351.358
3481,Sokoto,Mansion,3.0,2.0,3.0,3228337.616
2750,Ogun,Semi-detached duplex,4.0,1.0,2.0,2130375.974
11560,Taraba,Terrace duplex,8.0,6.0,3.0,2542248.569
1166,Yobe,Detached duplex,4.0,2.0,4.0,1737933.992
2832,Jigawa,Terrace duplex,3.0,7.0,3.0,1417135.891
4512,Kwara,Semi-detached duplex,3.0,7.0,3.0,1654655.387
6924,Niger,Flat,6.0,2.0,5.0,1920037.323
12125,Sokoto,Detached duplex,4.0,4.0,2.0,1743122.307
3825,Kaduna,Cottage,1.0,1.0,3.0,973595.6466
8461,Abia,Townhouse,6.0,1.0,2.0,1911940.735
10249,Ondo,Terrace duplex,9.0,6.0,1.0,3194084.949
8066,Anambra,Semi-detached duplex,9.0,1.0,6.0,3120227.062
5216,Nasarawa,Detached duplex,6.0,7.0,3.0,2800453.798
1650,Ekiti,Mansion,4.0,1.0,2.0,4283373.791
8130,Lagos,Penthouse,2.0,2.0,1.0,3268828.975
2851,Lagos,Townhouse,5.0,6.0,1.0,3882564.336
28,Taraba,Semi-detached duplex,5.0,1.0,1.0,1542242.985
2995,Yobe,Townhouse,4.0,2.0,2.0,1578198.187
4112,Gombe,Bungalow,9.0,3.0,1.0,2429164.06
12085,Katsina,Terrace duplex,5.0,4.0,5.0,1923168.161
819,Zamfara,Cottage,3.0,1.0,3.0,1210554.849
2505,Rivers,Apartment,4.0,1.0,2.0,1278519.732
1221,Adamawa,Townhouse,5.0,2.0,3.0,1796731.64
5459,Adamawa,Flat,4.0,3.0,1.0,1454592.876
11010,Benue,Terrace duplex,3.0,6.0,2.0,1525722.139
7098,Katsina,Mansion,2.0,4.0,3.0,2643091.252
12685,Zamfara,Apartment,4.0,1.0,2.0,997130.0467
7738,Kano,Townhouse,1.0,4.0,5.0,1417684.324
9006,Niger,Bungalow,2.0,1.0,6.0,1129211.779
6442,Ebonyi,Terrace duplex,1.0,7.0,6.0,1126275.84
9144,Plateau,Penthouse,8.0,2.0,1.0,3096394.46
2016,Nasarawa,Mansion,3.0,1.0,4.0,4099201.931
2221,Ogun,Mansion,3.0,2.0,2.0,5153785.613
1564,Delta,Flat,3.0,1.0,2.0,1734865.139
2396,Katsina,Terrace duplex,5.0,5.0,1.0,1864715.831
12381,Adamawa,Detached duplex,2.0,2.0,3.0,1624177.503
10973,Enugu,Townhouse,2.0,3.0,3.0,1645211.699
2675,Cross River,Mansion,8.0,6.0,4.0,6067231.952
4451,Niger,Terrace duplex,7.0,3.0,3.0,2251247.931
7594,Akwa Ibom,Flat,8.0,3.0,2.0,2994979.937
2374,Katsina,Penthouse,1.0,1.0,3.0,1665005.151
5014,Jigawa,Flat,1.0,6.0,1.0,890373.6268
1046,Lagos,Cottage,1.0,1.0,3.0,3879799.563
12816,Lagos,Flat,4.0,4.0,4.0,2904429.445
1473,Enugu,Apartment,7.0,3.0,3.0,2206847.025
2548,Jigawa,Mansion,4.0,1.0,5.0,2695904.341
5191,Akwa Ibom,Apartment,2.0,7.0,1.0,1543836.691
3858,Gombe,Terrace duplex,1.0,3.0,2.0,1028436.79
966,Kogi,Bungalow,4.0,1.0,2.0,1175941.566
10274,Abia,Townhouse,8.0,4.0,2.0,2424251.02
5846,Abia,Bungalow,6.0,3.0,2.0,1748542.776
11115,Nasarawa,Semi-detached duplex,3.0,6.0,2.0,1685639.086
331,Ogun,Terrace duplex,5.0,2.0,2.0,2284569.409
10786,Anambra,Mansion,4.0,6.0,6.0,4964463.377
12338,Ekiti,Townhouse,4.0,4.0,6.0,1874570.87
1651,Ogun,Townhouse,4.0,3.0,2.0,2289334.304
2708,Akwa Ibom,Penthouse,4.0,4.0,6.0,3382610.482
10577,Benue,Terrace duplex,3.0,1.0,4.0,1396366.238
7210,Zamfara,Apartment,2.0,2.0,1.0,940990.5326
1035,Bauchi,Mansion,4.0,2.0,1.0,1582657.425
3708,Niger,Semi-detached duplex,5.0,1.0,1.0,1600367.865
5944,Ogun,Semi-detached duplex,6.0,6.0,4.0,2784205.063
387,Akwa Ibom,Flat,1.0,7.0,6.0,1679745.975
12825,Kwara,Flat,6.0,4.0,2.0,1888900.317
2572,Cross River,Cottage,3.0,1.0,3.0,947244.4722
1022,Taraba,Cottage,2.0,1.0,2.0,812713.9894
2210,Bauchi,Semi-detached duplex,4.0,2.0,2.0,1049643.437
1085,Kogi,Semi-detached duplex,3.0,1.0,3.0,1443212.632
7831,Kaduna,Penthouse,5.0,2.0,4.0,2445227.489
6050,Edo,Detached duplex,4.0,7.0,3.0,2540478.105
3214,Bauchi,Flat,8.0,7.0,2.0,2173862.345
2833,Katsina,Flat,8.0,7.0,6.0,2458958.165
11798,Katsina,Apartment,5.0,2.0,1.0,1466628.197
2948,Adamawa,Flat,5.0,2.0,3.0,1480272.351
7740,Bayelsa,Penthouse,1.0,7.0,6.0,3122122.691
719,Jigawa,Cottage,5.0,1.0,1.0,1034908.065
10680,Ondo,Penthouse,5.0,3.0,3.0,3093910.161
643,Nasarawa,Detached duplex,5.0,2.0,4.0,2397438.832
277,Niger,Cottage,5.0,1.0,2.0,1646492.413
11603,Enugu,Detached duplex,4.0,4.0,3.0,2378959.334
3654,Kaduna,Penthouse,5.0,6.0,3.0,2615005.523
7539,Delta,Penthouse,8.0,1.0,1.0,4187652.886
8008,Delta,Semi-detached duplex,4.0,2.0,4.0,2776165.858
6285,Cross River,Townhouse,1.0,6.0,1.0,1681784.696
11796,Rivers,Bungalow,7.0,3.0,4.0,3097301.709
1372,Benue,Semi-detached duplex,3.0,2.0,2.0,1377665.311
2469,Yobe,Detached duplex,8.0,6.0,3.0,2690984.461
662,Kwara,Mansion,8.0,1.0,3.0,4198692.267
605,Plateau,Bungalow,3.0,3.0,3.0,1285374.899
8391,Kwara,Bungalow,4.0,2.0,1.0,1423268.023
7049,Imo,Bungalow,2.0,1.0,5.0,1227619.388
2564,Cross River,Terrace duplex,4.0,5.0,4.0,2256026.121
12703,Ekiti,Bungalow,4.0,3.0,5.0,2368575.243
11210,Zamfara,Terrace duplex,4.0,1.0,2.0,1396048.762
1858,Bayelsa,Bungalow,6.0,6.0,3.0,3041574.105
2057,Zamfara,Mansion,3.0,4.0,6.0,2652481.149
2633,Adamawa,Flat,2.0,6.0,3.0,1181732.943
10960,Bauchi,Detached duplex,2.0,7.0,3.0,1478163.694
12482,Imo,Apartment,7.0,3.0,5.0,2092434.448
1731,Benue,Townhouse,5.0,2.0,3.0,1826790.37
500,Benue,Apartment,2.0,1.0,3.0,962785.3098
6188,Kebbi,Bungalow,3.0,3.0,3.0,1150006.404
924,Borno,Bungalow,5.0,1.0,2.0,1262044.78
1838,Edo,Semi-detached duplex,2.0,2.0,4.0,1596621.858
2170,Sokoto,Penthouse,9.0,2.0,4.0,3130543.435
10420,Plateau,Apartment,1.0,1.0,2.0,771545.4396
8923,Imo,Terrace duplex,2.0,3.0,1.0,1335637.791
6458,Gombe,Semi-detached duplex,4.0,4.0,3.0,2495190.848
1120,Ekiti,Semi-detached duplex,4.0,3.0,3.0,1190533.285
987,Lagos,Semi-detached duplex,4.0,2.0,1.0,2265538.901
12776,Kebbi,Bungalow,5.0,5.0,4.0,1603510.062
7249,Niger,Apartment,1.0,7.0,3.0,1008873.084
1311,Benue,Semi-detached duplex,3.0,2.0,4.0,1384532.487
6682,Imo,Detached duplex,5.0,1.0,5.0,2332734.466
3599,Delta,Penthouse,1.0,2.0,3.0,2483054.27
1754,Kwara,Penthouse,4.0,1.0,3.0,2062049.406
3244,Ekiti,Flat,5.0,4.0,6.0,1946591.358
444,Osun,Bungalow,4.0,7.0,2.0,1183529.452
103,Osun,Mansion,3.0,1.0,1.0,1777804.017
2947,Lagos,Terrace duplex,1.0,2.0,1.0,1461065.869
3960,Imo,Townhouse,8.0,2.0,6.0,2928432.163
3963,Benue,Flat,4.0,6.0,6.0,1285836.041
11826,Edo,Penthouse,7.0,7.0,2.0,3751096.756
5858,Kwara,Bungalow,5.0,7.0,1.0,1769435.588
2792,Bauchi,Apartment,1.0,1.0,3.0,683568.0125
8610,Ogun,Semi-detached duplex,6.0,2.0,4.0,2638838.169
1276,Jigawa,Mansion,3.0,2.0,1.0,3360202.747
5579,Benue,Terrace duplex,6.0,3.0,5.0,2091696.236
2751,Delta,Flat,5.0,2.0,4.0,2198139.265
8259,Imo,Detached duplex,6.0,4.0,3.0,2655086.904
9536,Nasarawa,Apartment,2.0,7.0,1.0,1196518.85
2438,Osun,Flat,4.0,2.0,2.0,2401286.733
9378,Jigawa,Semi-detached duplex,7.0,2.0,6.0,2236271.352
173,Gombe,Detached duplex,5.0,7.0,4.0,2352604.128
3165,Benue,Apartment,4.0,1.0,4.0,1307781.522
7118,Kogi,Detached duplex,4.0,3.0,4.0,1316028.004
2775,Imo,Terrace duplex,4.0,6.0,2.0,1895146.865
1250,Adamawa,Detached duplex,1.0,2.0,1.0,1270328.243
8383,Kano,Terrace duplex,9.0,5.0,2.0,2948539.876
7413,Bayelsa,Townhouse,5.0,3.0,3.0,3252254.584
11852,Benue,Apartment,1.0,6.0,3.0,981463.8379
10851,Benue,Apartment,8.0,6.0,5.0,2201107.225
12699,Enugu,Apartment,2.0,6.0,3.0,1369120.118
6142,Kaduna,Semi-detached duplex,7.0,7.0,3.0,2439056.161
1185,Ekiti,Apartment,4.0,1.0,2.0,1256250.149
5495,Osun,Penthouse,4.0,4.0,4.0,3890493.503
7600,Gombe,Flat,9.0,6.0,6.0,2627241.716
10493,Oyo,Townhouse,8.0,3.0,6.0,3218184.268
6697,Yobe,Detached duplex,7.0,5.0,6.0,2512775.047
506,Kwara,Mansion,9.0,3.0,3.0,4768640.206
11422,Cross River,Penthouse,3.0,5.0,6.0,2903381.984
5326,Yobe,Flat,7.0,2.0,1.0,1859604.596
1623,Borno,Bungalow,1.0,3.0,3.0,878329.2706
7830,Ogun,Townhouse,8.0,5.0,2.0,3428423.219
5731,Ogun,Mansion,1.0,3.0,3.0,2961803.999
11414,Kogi,Penthouse,9.0,2.0,1.0,3351752.202
894,Zamfara,Terrace duplex,3.0,1.0,3.0,1168190.03
116,Kebbi,Flat,3.0,2.0,3.0,770996.3909
2797,Sokoto,Flat,9.0,4.0,2.0,2280093.143
3783,Gombe,Terrace duplex,4.0,5.0,3.0,1136471.731
11990,Lagos,Apartment,7.0,1.0,3.0,3294319.953
9758,Kebbi,Townhouse,5.0,1.0,3.0,1733732.22
899,Imo,Townhouse,3.0,1.0,1.0,1535685.812
8819,Niger,Bungalow,6.0,2.0,6.0,1909533.091
7673,Kaduna,Detached duplex,9.0,1.0,5.0,3041628.74
1232,Bauchi,Mansion,3.0,2.0,4.0,1426263.405
2220,Plateau,Mansion,1.0,2.0,3.0,3213789.874
6520,Ondo,Bungalow,7.0,3.0,3.0,2546319.753
2880,Rivers,Apartment,1.0,1.0,3.0,1384221.432
2835,Oyo,Penthouse,6.0,6.0,3.0,3442525.403
2644,Kaduna,Semi-detached duplex,4.0,1.0,4.0,2412892.668
8596,Ebonyi,Terrace duplex,3.0,2.0,4.0,1283454.181
82,Delta,Penthouse,4.0,1.0,2.0,3119235.118
2381,Kaduna,Penthouse,3.0,1.0,2.0,2027592.338
6750,Akwa Ibom,Penthouse,4.0,2.0,1.0,3052504.852
8697,Kebbi,Townhouse,7.0,5.0,6.0,2343687.798
10154,Delta,Flat,5.0,2.0,2.0,2228774.769
10349,Katsina,Penthouse,5.0,2.0,5.0,2479060.996
659,Kebbi,Apartment,3.0,1.0,1.0,764662.4128
4298,Zamfara,Terrace duplex,4.0,6.0,4.0,1227169.341
2439,Ogun,Apartment,4.0,1.0,3.0,1841885.493
1379,Ebonyi,Terrace duplex,2.0,1.0,2.0,1032001.738
2740,Kaduna,Semi-detached duplex,4.0,1.0,1.0,1457407.437
3455,Bayelsa,Detached duplex,2.0,3.0,4.0,2550359.972
695,Niger,Mansion,3.0,1.0,5.0,2723570.401
269,Bayelsa,Mansion,4.0,2.0,2.0,2907961.137
3042,Zamfara,Bungalow,5.0,5.0,2.0,1567073.977
11916,Ekiti,Mansion,4.0,7.0,1.0,2659482.18
2502,Ebonyi,Mansion,4.0,2.0,2.0,1608566.385
7265,Enugu,Apartment,3.0,2.0,4.0,1398683.916
9538,Ekiti,Apartment,4.0,3.0,1.0,1252803.69
6603,Adamawa,Apartment,5.0,7.0,3.0,1603674.427
12218,Kebbi,Terrace duplex,3.0,1.0,3.0,1211628.184
9730,Osun,Townhouse,5.0,3.0,6.0,2278352.049
1125,Kebbi,Apartment,3.0,1.0,2.0,750288.5899
316,Rivers,Bungalow,2.0,6.0,2.0,1857546.209
1101,Osun,Flat,1.0,2.0,5.0,1253799.043
4381,Plateau,Apartment,5.0,7.0,5.0,1676546.596
1352,Enugu,Terrace duplex,2.0,3.0,4.0,1456358.543
875,Zamfara,Penthouse,3.0,2.0,2.0,1819755.348
9152,Yobe,Detached duplex,7.0,3.0,6.0,2437399.621
2928,Edo,Terrace duplex,2.0,1.0,2.0,1351080.105
5297,Kebbi,Mansion,9.0,6.0,3.0,4390262.659
7944,Ekiti,Townhouse,6.0,2.0,4.0,2404599.219
5384,Bayelsa,Penthouse,4.0,2.0,6.0,3889211.906
7257,Delta,Bungalow,4.0,4.0,4.0,2862277.014
556,Jigawa,Terrace duplex,3.0,1.0,4.0,1217248.518
1427,Gombe,Terrace duplex,4.0,2.0,1.0,1022472.999
5073,Ogun,Detached duplex,4.0,2.0,4.0,3596205.967
104,Katsina,Apartment,4.0,1.0,4.0,1044816.033
7605,Anambra,Detached duplex,1.0,7.0,6.0,1914551.487
203,Delta,Penthouse,9.0,3.0,1.0,4668193.422
2238,Osun,Townhouse,2.0,2.0,2.0,1468501.573
1677,Zamfara,Townhouse,2.0,2.0,2.0,1148055.249
7820,Delta,Terrace duplex,8.0,4.0,4.0,3397336.59
