,ID,loc,title,bedroom,bathroom,parking_space,price,region,log_price,sqrt_price,bath_to_bed_ratio
6352,3873,Anambra,Semi-detached duplex,4.0,3.0,1.0,2360812.803,South East,14.674516525757802,1536.4936716433297,0.75
6353,10614,Adamawa,Flat,7.0,2.0,3.0,2000678.214,North East,14.508996788040436,1414.4533269076078,0.286
6354,2603,Katsina,Detached duplex,3.0,6.0,4.0,1867275.637,North West,14.439991047941636,1366.4829442770224,2.0
6356,2873,Imo,Terrace duplex,2.0,2.0,4.0,1428187.533,South East,14.171916738889463,1195.0680035044031,1.0
6357,5008,Rivers,Semi-detached duplex,3.0,2.0,4.0,2172369.279,South South,14.59132896354035,1473.8959525692444,0.667
6358,9380,Akwa Ibom,Semi-detached duplex,4.0,6.0,1.0,2130255.13,South South,14.571752309855357,1459.539355413207,1.5
6361,296,Yobe,Detached duplex,1.0,2.0,1.0,1047393.746,North East,13.86181548983395,1023.4225647307177,2.0
6364,10571,Akwa Ibom,Semi-detached duplex,5.0,2.0,2.0,2504814.017,South South,14.733725045034248,1582.6604237801614,0.4
6365,5753,Imo,Penthouse,7.0,5.0,6.0,3478987.9,South East,15.062251976117109,1865.2045196170848,0.714
6366,90,Cross River,Bungalow,4.0,2.0,4.0,1842257.907,South South,14.426502500654232,1357.2980170176334,0.5
6367,23,Ogun,Flat,5.0,1.0,2.0,2071661.623,South West,14.543861559662151,1439.3267950677498,0.2
6368,10618,Ekiti,Terrace duplex,6.0,7.0,5.0,2443394.578,South West,14.708898850910591,1563.136135466134,1.167
6369,10984,Kano,Penthouse,4.0,6.0,4.0,2401432.263,North West,14.691575893568041,1549.6555304324893,1.5
6372,2422,Oyo,Apartment,5.0,6.0,1.0,1859494.902,South West,14.4358154507463,1363.6329792139818,1.2
6373,1800,Cross River,Bungalow,4.0,1.0,3.0,1813924.486,South South,14.411003280345307,1346.820138697072,0.25
6374,193,Kwara,Townhouse,1.0,2.0,2.0,1187533.038,North Central,13.987388635977608,1089.7398946537655,2.0
6375,5990,Bauchi,Penthouse,7.0,1.0,6.0,2672789.447,North East,14.798633221722966,1634.866797937985,0.143
6376,9448,Sokoto,Terrace duplex,8.0,4.0,3.0,2319428.706,North West,14.656831465904826,1522.9670731831334,0.5
6377,4677,Katsina,Penthouse,5.0,2.0,2.0,2377560.475,North West,14.681585509460938,1541.934004748582,0.4
6379,2350,Zamfara,Terrace duplex,5.0,2.0,3.0,1529320.895,North West,14.240334335356717,1236.657145291289,0.4
6380,2308,Lagos,Bungalow,4.0,2.0,1.0,1928916.805,South West,14.47246916239378,1388.8544938185569,0.5
6381,7056,Kebbi,Semi-detached duplex,8.0,7.0,3.0,2370944.316,North West,14.678798879322578,1539.7871008681689,0.875
6382,10087,Delta,Flat,1.0,3.0,5.0,1460565.931,South South,14.194334542550358,1208.538758584101,3.0
6383,1399,Niger,Terrace duplex,4.0,5.0,6.0,1781138.647,North Central,14.392763407080107,1334.5930641959744,1.25
6384,8202,Anambra,Penthouse,9.0,7.0,3.0,4374522.448,South East,15.291307917073182,2091.5359064572617,0.778
6385,6855,Kebbi,Mansion,8.0,5.0,5.0,4115925.389,North West,15.230374248706669,2028.7743563541019,0.625
6388,2521,Bayelsa,Detached duplex,6.0,4.0,1.0,3726177.05,South South,15.130893346459734,1930.3308136171893,0.667
6389,2733,Kwara,Bungalow,1.0,1.0,4.0,982722.2835,North Central,13.798081839884613,991.3235009319611,1.0
6390,6820,Ondo,Mansion,4.0,1.0,1.0,4561287.661,South West,15.333115523426578,2135.717130380332,0.25
6391,6917,Gombe,Penthouse,3.0,5.0,3.0,2077246.349,North East,14.546553703913455,1441.2655372969964,1.667
6392,4481,Lagos,Flat,1.0,3.0,2.0,1907382.353,South West,14.461242364222977,1381.0801399629204,3.0
6393,4059,Yobe,Bungalow,4.0,2.0,6.0,2298146.82,North East,14.647613625689363,1515.9639903375014,0.5
6395,3179,Kano,Townhouse,2.0,2.0,1.0,1439728.688,North West,14.17996524268947,1199.8869480080198,1.0
6396,2453,Bayelsa,Mansion,2.0,1.0,4.0,2290874.403,South South,14.644444138021028,1513.563478351668,0.5
6397,2972,Kogi,Cottage,5.0,2.0,3.0,1083731.194,North Central,13.895920454215833,1041.0241082703128,0.4
6399,11072,Osun,Terrace duplex,3.0,2.0,3.0,1606110.31,South West,14.289325857306894,1267.3240745760336,0.667
6401,611,Sokoto,Detached duplex,6.0,3.0,6.0,2224032.864,North West,14.61483271122185,1491.3191690580525,0.5
6402,12017,Zamfara,Townhouse,3.0,7.0,3.0,1547219.15,North West,14.251969780802089,1243.8726421945294,2.333
6403,5809,Lagos,Mansion,3.0,2.0,1.0,5090085.957,South West,15.442805275810441,2256.1218843404718,0.667
6404,7488,Borno,Townhouse,1.0,2.0,3.0,1038314.708,North East,13.853109483653991,1018.9772853209241,2.0
6405,8273,Akwa Ibom,Semi-detached duplex,5.0,2.0,5.0,2768800.47,South South,14.833924741051884,1663.971294824523,0.4
6406,379,Kwara,Apartment,2.0,1.0,3.0,1004693.994,North Central,13.820193569528685,1002.3442492477323,0.5
6407,1285,Oyo,Bungalow,9.0,2.0,3.0,2857481.729,South West,14.865451280579917,1690.4087461321299,0.222
6408,2609,Delta,Semi-detached duplex,4.0,1.0,4.0,2168725.418,South South,14.5896501879733,1472.6593014000218,0.25
6409,8015,Akwa Ibom,Semi-detached duplex,3.0,4.0,3.0,2094803.344,South South,14.554970237719974,1447.3435473307643,1.333
6410,11270,Kwara,Terrace duplex,4.0,1.0,5.0,1817446.784,North Central,14.412943208181233,1348.1271394048856,0.25
6412,1686,Ekiti,Semi-detached duplex,1.0,4.0,3.0,1230178.801,South West,14.022670083450556,1109.1342574278372,4.0
6414,3606,Benue,Semi-detached duplex,2.0,3.0,2.0,1227830.715,North Central,14.020759523951929,1108.0752298467826,1.5
6415,9590,Imo,Apartment,8.0,2.0,3.0,2144941.311,South East,14.57862274913078,1464.5618153563885,0.25
6416,4534,Abia,Townhouse,8.0,1.0,4.0,2367011.454,South East,14.677138727521168,1538.5094910334483,0.125
6417,6681,Anambra,Penthouse,6.0,2.0,1.0,3039798.603,South East,14.927301822174684,1743.5018219089993,0.333
6418,5258,Niger,Flat,8.0,2.0,3.0,2333846.601,North Central,14.66302836601836,1527.6932286948188,0.25
6420,309,Ebonyi,Terrace duplex,2.0,3.0,3.0,1079929.025,South East,13.892405879348313,1039.1963361174826,1.5
6421,8816,Edo,Penthouse,8.0,6.0,6.0,4146174.682,South South,15.23769670374829,2036.215774911883,0.75
6422,2693,Kano,Semi-detached duplex,2.0,2.0,3.0,1313827.531,North West,14.08845521446528,1146.2231593367846,1.0
6423,8582,Kwara,Apartment,5.0,6.0,3.0,1630919.308,North Central,14.304654406436908,1277.0745115301613,1.2
6426,106,Anambra,Penthouse,1.0,2.0,2.0,1866210.99,South East,14.439420724736962,1366.093331365028,2.0
6427,2652,Imo,Apartment,1.0,1.0,1.0,973964.9938,South East,13.789130641321707,986.8966479829588,1.0
6428,6933,Enugu,Semi-detached duplex,8.0,4.0,3.0,2957975.318,South East,14.900015578066617,1719.8765414994182,0.5
6429,9359,Rivers,Detached duplex,8.0,4.0,3.0,4205129.104,South South,15.2518155534149,2050.6411446179463,0.5
6430,1253,Nasarawa,Detached duplex,5.0,1.0,2.0,2137602.185,North Central,14.575195284498342,1462.0540978363283,0.2
6431,350,Taraba,Apartment,7.0,4.0,4.0,1941667.969,North East,14.479057939477318,1393.4374650482166,0.571
6433,4344,Ogun,Flat,4.0,2.0,5.0,1985952.886,South West,14.501609400244428,1409.2384063741663,0.5
6434,3388,Benue,Semi-detached duplex,7.0,2.0,2.0,2192584.275,North Central,14.600591440346088,1480.737746868094,0.286
6436,1860,Oyo,Mansion,1.0,5.0,6.0,3070305.958,South West,14.937287775183913,1752.2288543452307,5.0
6437,1442,Jigawa,Townhouse,4.0,6.0,3.0,1775451.962,North West,14.389565574958706,1332.460866967582,1.5
6438,6793,Oyo,Townhouse,1.0,6.0,2.0,1567759.309,South West,14.2651579661966,1252.1019563118653,6.0
6439,1194,Akwa Ibom,Semi-detached duplex,2.0,3.0,3.0,1764463.409,South South,14.383357184563087,1328.331061520433,1.5
6440,2520,Ekiti,Cottage,3.0,2.0,2.0,1061023.125,South West,13.874744212834567,1030.0597676834097,0.667
6441,3553,Nasarawa,Penthouse,8.0,2.0,2.0,3712689.074,North Central,15.127266989819823,1926.833950811538,0.25
6443,3352,Kebbi,Apartment,2.0,2.0,4.0,705313.8733,North West,13.46639819307229,839.8296692187054,1.0
6444,2382,Adamawa,Apartment,4.0,1.0,4.0,1329013.122,North East,14.099947211235804,1152.8283141907991,0.25
6445,2351,Rivers,Apartment,4.0,2.0,4.0,2234097.903,South South,14.6193480817334,1494.68990195291,0.5
6446,3042,Kano,Flat,1.0,2.0,2.0,1070728.779,North West,13.883850076462638,1034.7602519424488,2.0
6447,947,Lagos,Bungalow,3.0,1.0,2.0,1573915.01,South West,14.269076710313582,1254.5576949666365,0.333
6449,8870,Niger,Terrace duplex,7.0,3.0,3.0,2286488.39,North Central,14.64252774443779,1512.113881293337,0.429
6450,10765,Katsina,Mansion,4.0,2.0,6.0,3155878.752,North West,14.964777541958952,1776.4793136988676,0.5
6451,1584,Yobe,Flat,7.0,1.0,2.0,1823004.147,North East,14.415996328479935,1350.1867082000178,0.143
6452,66,Jigawa,Flat,4.0,1.0,2.0,1144123.486,North West,13.95014938740422,1069.6370814439822,0.25
6454,3762,Borno,Detached duplex,3.0,2.0,3.0,1488863.843,North East,14.21352386557776,1220.1900847818754,0.667
6455,196,Plateau,Townhouse,1.0,4.0,5.0,1267902.847,North Central,14.052874791958743,1126.0119213400897,4.0
6456,11257,Kogi,Apartment,9.0,3.0,1.0,2234465.855,North Central,14.61951276641544,1494.812983285869,0.333
6457,339,Anambra,Terrace duplex,2.0,4.0,4.0,1598755.628,South East,14.284736152119189,1264.4190871700728,2.0
6458,9785,Plateau,Detached duplex,5.0,2.0,3.0,2079989.063,North Central,14.547873193490599,1442.2167184580826,0.4
6459,3320,Rivers,Semi-detached duplex,4.0,5.0,6.0,2679974.091,South South,14.801317684902996,1637.06264113503,1.25
6460,1646,Zamfara,Semi-detached duplex,4.0,2.0,3.0,1124214.017,North West,13.93259469789437,1060.2895911023554,0.5
6461,12137,Ondo,Terrace duplex,4.0,7.0,2.0,2797779.386,South West,14.844336584065378,1672.6563861116244,1.75
6465,5691,Enugu,Bungalow,1.0,6.0,5.0,1346214.978,South East,14.112807492629672,1160.2650464441303,6.0
6466,5507,Sokoto,Semi-detached duplex,9.0,7.0,1.0,2528168.391,North West,14.743005642394436,1590.0215064583247,0.778
6467,420,Lagos,Flat,5.0,1.0,2.0,1951263.223,South West,14.48398752747043,1396.8762375386018,0.2
6468,1029,Kaduna,Flat,1.0,2.0,6.0,1017748.252,North West,13.833103148849625,1008.835096534612,2.0
6469,6122,Osun,Bungalow,8.0,3.0,2.0,2542248.569,South West,14.74855951076602,1594.4430278313491,0.375
6470,444,Bayelsa,Apartment,4.0,2.0,1.0,2116080.241,South South,14.565075992318846,1454.6753043205208,0.5
6473,156,Cross River,Terrace duplex,5.0,2.0,1.0,2110593.257,South South,14.562479630387907,1452.7880977623681,0.4
6474,4347,Adamawa,Semi-detached duplex,9.0,2.0,3.0,2776430.037,North East,14.836676501075113,1666.2622953784917,0.222
6475,5293,Abia,Flat,8.0,7.0,3.0,2192080.387,South East,14.600361599279069,1480.5675894737126,0.875
6476,1045,Taraba,Detached duplex,2.0,1.0,4.0,1387108.856,North East,14.142732179274292,1177.7558558546843,0.5
6477,1176,Bayelsa,Bungalow,3.0,1.0,3.0,1942637.955,South South,14.479557378007208,1393.785476678531,0.333
6478,2508,Adamawa,Bungalow,4.0,2.0,3.0,1266256.068,North East,14.051575126636214,1125.2804397126968,0.5
6479,6491,Jigawa,Terrace duplex,1.0,4.0,4.0,992779.0399,North West,13.808263400542499,996.3829785278349,4.0
6481,1404,Niger,Townhouse,4.0,2.0,3.0,1683201.008,North Central,14.336207900384665,1297.3823676927323,0.5
6482,10760,Borno,Mansion,2.0,2.0,4.0,2418951.579,North East,14.69884477244267,1555.2979068332857,1.0
6483,7589,Plateau,Penthouse,9.0,6.0,6.0,3724531.278,North Central,15.130451570468965,1929.9044738017476,0.667
6484,2059,Nasarawa,Terrace duplex,6.0,1.0,4.0,2179170.383,North Central,14.59445480407772,1476.2013355230376,0.167
6486,505,Kogi,Flat,2.0,2.0,1.0,939017.1046,North Central,13.752588973785944,969.0289493095653,1.0
6487,1541,Kogi,Detached duplex,6.0,2.0,2.0,2478344.021,North Central,14.723101161640141,1574.2757131455724,0.333
6488,711,Imo,Flat,7.0,7.0,5.0,2439056.161,South East,14.70712170317322,1561.7477904578575,1.0
6490,17,Benue,Semi-detached duplex,3.0,2.0,4.0,1355977.574,North Central,14.120033208997635,1164.4645009617082,0.667
6491,2697,Ekiti,Bungalow,2.0,1.0,2.0,1087141.358,South West,13.899062201806572,1042.660710873868,0.5
6492,3816,Oyo,Terrace duplex,7.0,3.0,2.0,2621577.091,South West,14.779286637771953,1619.1284973713482,0.429
6494,8029,Taraba,Flat,4.0,4.0,1.0,1485917.728,North East,14.211543137989608,1218.9822508962138,1.0
6495,5530,Yobe,Flat,2.0,4.0,1.0,998518.4988,North East,13.814027958256277,999.2589748408567,2.0
6496,7452,Borno,Flat,3.0,6.0,6.0,1314297.514,North East,14.088812870967132,1146.428154748478,2.0
6497,5592,Jigawa,Apartment,1.0,7.0,6.0,891470.3279,North West,13.700627432388748,944.1770638497845,7.0
6498,1462,Ebonyi,Semi-detached duplex,4.0,1.0,3.0,908978.7085,South East,13.720076949892993,953.4037489437515,0.25
6499,8363,Taraba,Terrace duplex,1.0,7.0,3.0,1253799.043,North East,14.041688734542085,1119.731683484932,7.0
6500,12478,Bayelsa,Townhouse,1.0,1.0,6.0,2006567.467,South South,14.511936092345108,1416.533609555382,1.0
6502,12333,Ogun,Terrace duplex,5.0,1.0,2.0,2236113.778,South West,14.620249996577932,1495.3640954630414,0.2
6503,1138,Cross River,Terrace duplex,4.0,2.0,4.0,1942751.734,South South,14.479615945620312,1393.8262926204254,0.5
6505,12707,Rivers,Bungalow,9.0,7.0,3.0,3673933.642,South South,15.11677348308076,1916.750803312731,0.778
6506,4186,Kano,Townhouse,3.0,5.0,6.0,1918621.444,North West,14.467117488203346,1385.1431131836162,1.667
6507,211,Bauchi,Bungalow,4.0,2.0,1.0,1235150.123,North East,14.026703077741772,1111.3730800230855,0.5
6509,5710,Bauchi,Penthouse,1.0,5.0,3.0,1506806.814,North East,14.225503276955978,1227.5205961612212,5.0
6510,677,Edo,Mansion,1.0,2.0,4.0,4306706.374,South South,15.275683987577157,2075.260555689333,2.0
6511,2601,Kebbi,Apartment,1.0,3.0,3.0,715834.0325,North West,13.481203620889074,846.0697562849058,3.0
6512,2645,Gombe,Apartment,5.0,2.0,6.0,1557718.409,North East,14.25873275030996,1248.0858980855444,0.4
6513,2154,Delta,Apartment,4.0,1.0,3.0,1695492.393,South South,14.343483753955637,1302.110745290123,0.25
6514,10254,Akwa Ibom,Detached duplex,1.0,3.0,3.0,1939216.488,South South,14.477794577296233,1392.557534897571,3.0
6515,5803,Kebbi,Terrace duplex,1.0,7.0,3.0,1085285.245,North West,13.897353409022422,1041.7702457835894,7.0
6516,1872,Plateau,Semi-detached duplex,1.0,2.0,4.0,1002767.075,North Central,13.818273811659846,1001.3825817338745,2.0
6517,1029,Oyo,Detached duplex,5.0,2.0,1.0,2248692.034,South West,14.625859286927433,1499.5639479528706,0.4
6518,8291,Delta,Penthouse,1.0,6.0,1.0,2355949.682,South South,14.672454466140143,1534.9103172498385,6.0
6519,10880,Adamawa,Semi-detached duplex,6.0,1.0,3.0,1974368.924,North East,14.495759373104185,1405.1223875520595,0.167
6520,2579,Yobe,Detached duplex,4.0,1.0,1.0,1519431.536,North East,14.233846833397271,1232.6522364397836,0.25
6521,2697,Bayelsa,Terrace duplex,6.0,7.0,4.0,3456086.513,South South,15.05564744128953,1859.055274326183,1.167
6522,2961,Adamawa,Apartment,4.0,1.0,4.0,1301004.335,North East,14.07864708954136,1140.6157700996423,0.25
6523,4648,Yobe,Semi-detached duplex,6.0,2.0,2.0,1806258.665,North East,14.406768228063207,1343.9712292307452,0.333
6524,8823,Borno,Flat,4.0,2.0,1.0,1370462.5,North East,14.130658832074083,1170.6675446086306,0.5
6527,717,Delta,Mansion,4.0,2.0,1.0,6078578.014,South South,15.62028134731201,2465.4772385889105,0.5
6528,2721,Ekiti,Detached duplex,2.0,2.0,3.0,1682644.367,South West,14.335877141871983,1297.1678253024934,1.0
6530,2669,Taraba,Detached duplex,3.0,1.0,3.0,1605178.348,North East,14.288745428622077,1266.9563323177322,0.333
6531,142,Kogi,Penthouse,2.0,2.0,3.0,1694604.787,North Central,14.342960107597934,1301.7698671424223,1.0
6532,2624,Niger,Mansion,4.0,2.0,3.0,1722225.067,North Central,14.359127656358343,1312.3357295296048,0.5
6535,5242,Anambra,Mansion,4.0,7.0,3.0,4138642.591,South East,15.235878415468173,2034.3654025272845,1.75
6537,8556,Kogi,Apartment,8.0,2.0,6.0,2219325.268,North Central,14.612713774318033,1489.7400001342517,0.25
6538,2241,Borno,Flat,4.0,1.0,1.0,1260825.517,North East,14.04727723661826,1122.8648703205565,0.25
6539,1123,Rivers,Semi-detached duplex,3.0,3.0,3.0,2191572.33,South South,14.600129803087594,1480.3960044528626,1.0
6540,11738,Gombe,Apartment,3.0,7.0,4.0,1305270.675,North East,14.081920991024768,1142.4844309661291,2.333
6541,1646,Sokoto,Bungalow,5.0,3.0,3.0,1307065.173,North West,14.083294855938526,1143.2695102205778,0.6
6542,592,Plateau,Cottage,3.0,1.0,1.0,1298976.511,North Central,14.077087213118194,1139.726507105981,0.333
6544,4687,Bayelsa,Mansion,4.0,1.0,2.0,5734429.926,South South,15.561998900989321,2394.666976011487,0.25
6545,5596,Kaduna,Terrace duplex,4.0,4.0,1.0,1628782.202,North West,14.303343178215771,1276.2375178625646,1.0
6546,968,Lagos,Mansion,4.0,1.0,2.0,2417057.274,South West,14.698061355722617,1554.6888029441777,0.25
6547,220,Bayelsa,Terrace duplex,4.0,6.0,3.0,1998258.055,South South,14.50778638650729,1413.5975576521064,1.5
6549,6540,Bauchi,Mansion,8.0,3.0,3.0,4028999.322,North East,15.2090285958935,2007.2367379061195,0.375
6550,10145,Gombe,Terrace duplex,5.0,3.0,3.0,1841081.308,North East,14.425863624367611,1356.8645135016245,0.6
6551,7508,Jigawa,Semi-detached duplex,7.0,2.0,1.0,2010453.258,North West,14.513870756106156,1417.9045306366716,0.286
6552,5364,Anambra,Mansion,9.0,6.0,1.0,5774647.762,South East,15.568987818918872,2403.0496794698192,0.667
6553,2147,Kebbi,Bungalow,1.0,3.0,2.0,583817.773,North West,13.277344180583837,764.0796902156214,3.0
6554,1393,Akwa Ibom,Cottage,5.0,1.0,3.0,1728587.249,South South,14.362815013783823,1314.7574867632434,0.2
6555,507,Cross River,Townhouse,4.0,1.0,3.0,2331563.256,South South,14.662049525893998,1526.9457279156977,0.25
6558,311,Zamfara,Flat,6.0,6.0,3.0,1757733.98,North West,14.379536026095826,1325.7956026477084,1.0
6560,661,Kebbi,Terrace duplex,4.0,3.0,6.0,1539700.755,North West,14.247098640573153,1240.8467894949804,0.75
6561,11672,Edo,Semi-detached duplex,4.0,7.0,5.0,1760186.346,South South,14.380930239818703,1326.7201460745216,1.75
6562,7334,Anambra,Bungalow,3.0,5.0,3.0,1680766.02,South East,14.33476021174503,1296.4436046353887,1.667
6563,1618,Bayelsa,Cottage,2.0,2.0,2.0,1347714.899,South South,14.113921048827107,1160.9112364862353,1.0
6564,3211,Zamfara,Terrace duplex,6.0,3.0,1.0,1754927.966,North West,14.377938369025488,1324.7369421889011,0.5
6565,3153,Niger,Flat,4.0,2.0,3.0,1473234.992,North Central,14.202971215646745,1213.7689203468674,0.5
6566,2094,Borno,Bungalow,5.0,4.0,1.0,1521446.689,North East,14.235172209256403,1233.4693709208998,0.8
6567,5889,Bayelsa,Townhouse,8.0,2.0,6.0,4338036.623,South South,15.282932412703076,2082.795386733896,0.25
6568,8786,Oyo,Bungalow,6.0,5.0,3.0,2263589.956,South West,14.632462587060948,1504.5231656574783,0.833
6570,11427,Kaduna,Detached duplex,5.0,1.0,3.0,2122802.448,North West,14.568247683129107,1456.9840246207232,0.2
6571,3484,Edo,Terrace duplex,3.0,4.0,3.0,1874570.87,South South,14.443890321858733,1369.1496886754203,1.333
6572,10859,Osun,Mansion,2.0,3.0,4.0,2814830.809,South West,14.850412714374869,1677.7457521925066,1.5
6574,7068,Kogi,Flat,3.0,2.0,5.0,1320736.191,North Central,14.093699859548849,1149.23287065764,0.667
6575,12069,Kaduna,Detached duplex,5.0,7.0,1.0,2266719.072,North West,14.633844001210962,1505.5627094212982,1.4
6577,12077,Yobe,Terrace duplex,4.0,3.0,1.0,1560565.874,North East,14.260559053195154,1249.2261100377305,0.75
6579,1308,Lagos,Townhouse,4.0,2.0,1.0,2006727.648,South West,14.512015917523918,1416.590148208013,0.5
6580,6641,Enugu,Terrace duplex,7.0,4.0,6.0,2782743.65,South East,14.838947923437496,1668.1557631108672,0.571
6581,3463,Osun,Flat,2.0,2.0,4.0,1207605.049,South West,14.004149657826286,1098.9108467023157,1.0
6582,2073,Ekiti,Detached duplex,8.0,7.0,3.0,3290815.951,South West,15.006646101414795,1814.060624951658,0.875
6583,1217,Cross River,Apartment,8.0,2.0,3.0,2515183.801,South South,14.737856440754173,1585.9331010480864,0.25
6586,1769,Gombe,Mansion,5.0,2.0,3.0,1356731.928,North East,14.120589371770603,1164.7883618924084,0.4
6587,8086,Plateau,Penthouse,9.0,2.0,4.0,3504155.608,North Central,15.069460138728182,1871.938996869289,0.222
6588,5140,Delta,Bungalow,6.0,1.0,2.0,2419005.627,South South,14.698867115757297,1555.3152821855767,0.167
6589,2959,Kaduna,Penthouse,4.0,5.0,6.0,3418270.651,North West,15.04464532354853,1848.856579348436,1.25
6591,1170,Osun,Flat,1.0,1.0,3.0,1032977.647,South West,13.847956108951871,1016.3550791923067,1.0
6593,3418,Benue,Townhouse,3.0,1.0,3.0,1417032.134,North Central,14.164075195903337,1190.3915885119484,0.333
6594,6154,Adamawa,Terrace duplex,6.0,5.0,4.0,2138753.957,North East,14.575733954332943,1462.447933090269,0.833
6595,8555,Ondo,Townhouse,4.0,2.0,6.0,2144633.707,South West,14.578479329794721,1464.4567958803018,0.5
6598,2367,Bayelsa,Detached duplex,5.0,2.0,1.0,3076614.359,South South,14.93934031625795,1754.028038259366,0.4
6599,10723,Nasarawa,Semi-detached duplex,5.0,2.0,1.0,1923450.474,North Central,14.469631252987533,1386.8851697238672,0.4
6601,2345,Ogun,Penthouse,3.0,2.0,3.0,2959174.764,South West,14.900420991483482,1720.2252073493169,0.667
6602,1798,Enugu,Semi-detached duplex,9.0,6.0,1.0,3194084.949,South East,14.976811203834224,1787.2003102618353,0.667
6605,10479,Ekiti,Semi-detached duplex,8.0,1.0,6.0,2672060.326,South West,14.798360390479623,1634.6437917785024,0.125
6606,2152,Akwa Ibom,Mansion,5.0,1.0,2.0,6358092.548,South South,15.665238976496678,2521.5258372659996,0.2
6607,12452,Sokoto,Detached duplex,3.0,4.0,3.0,1564239.269,North West,14.262910173680455,1250.6955141040526,1.333
6608,2015,Jigawa,Cottage,1.0,1.0,2.0,602843.7621,North West,13.309413341141836,776.4301398709352,1.0
6609,1011,Plateau,Bungalow,4.0,1.0,4.0,1320854.463,North Central,14.093789405595585,1149.2843264397195,0.25
6610,1449,Edo,Terrace duplex,2.0,2.0,4.0,1544487.895,South South,14.2502029538222,1242.7742735509132,1.0
6612,6275,Niger,Mansion,4.0,2.0,6.0,2246985.4,North Central,14.625100053594066,1498.9947965219892,0.5
6613,10671,Ogun,Detached duplex,4.0,4.0,2.0,2543191.09,South West,14.748930185112386,1594.738564781074,1.0
6614,1532,Imo,Flat,5.0,2.0,1.0,1599631.908,South East,14.285284103242724,1264.7655545594212,0.4
6616,9135,Osun,Townhouse,2.0,4.0,3.0,1569476.632,South West,14.26625276633521,1252.7875446379564,2.0
6617,998,Oyo,Detached duplex,4.0,2.0,3.0,2128842.932,South West,14.571089165672625,1459.0554931187505,0.5
6618,2359,Akwa Ibom,Terrace duplex,4.0,2.0,4.0,2547316.868,South South,14.750551154547038,1596.0315999377956,0.5
6619,11195,Akwa Ibom,Terrace duplex,1.0,3.0,4.0,1599295.497,South South,14.28507377586817,1264.6325541436927,3.0
6620,8357,Akwa Ibom,Townhouse,3.0,1.0,2.0,2084942.029,South South,14.550251608991575,1443.9328339642395,0.333
6621,113,Anambra,Cottage,3.0,2.0,2.0,914871.5902,South East,13.726538995830044,956.489200252674,0.667
6622,3238,Ogun,Penthouse,3.0,2.0,2.0,2937338.097,South West,14.89301432000072,1713.866417489998,0.667
6624,3830,Benue,Bungalow,6.0,7.0,3.0,2066157.353,North Central,14.541201088878593,1437.4134245233693,1.167
6626,8428,Adamawa,Townhouse,8.0,5.0,6.0,2805093.336,North East,14.846947371251648,1674.841286808992,0.625
6627,1865,Ogun,Townhouse,2.0,1.0,4.0,1991650.417,South West,14.504474208252004,1411.2584515247374,0.5
6629,2458,Anambra,Detached duplex,1.0,3.0,3.0,1663407.686,South East,14.324378879062536,1289.731633325321,3.0
6630,1340,Delta,Cottage,1.0,2.0,4.0,1598050.969,South South,14.284295300294074,1264.1404071542054,2.0
6631,5937,Niger,Mansion,6.0,7.0,3.0,4006973.515,North Central,15.203546779913383,2001.7426195692592,1.167
6632,2824,Jigawa,Flat,4.0,2.0,1.0,1207542.683,North West,14.004098012124295,1098.882470057649,0.5
6635,12260,Ogun,Semi-detached duplex,2.0,3.0,5.0,1726925.923,South West,14.361853462752004,1314.125535479773,1.5
6636,7678,Kano,Detached duplex,6.0,2.0,2.0,2477513.115,North West,14.722765838815054,1574.011789981257,0.333
6638,8019,Kaduna,Apartment,2.0,5.0,3.0,1044145.787,North West,13.85870968039589,1021.8345203603175,2.5
6639,992,Taraba,Apartment,8.0,6.0,5.0,2201107.225,North East,14.604471075814493,1483.6128959401776,0.75
6640,4984,Niger,Bungalow,4.0,7.0,4.0,1642354.145,North Central,14.311641224789067,1281.5436570792272,1.75
6641,9421,Kogi,Townhouse,2.0,6.0,6.0,1568653.719,North Central,14.26572830563612,1252.45906879227,3.0
6642,1673,Cross River,Penthouse,5.0,1.0,4.0,3178104.192,South South,14.971795410940992,1782.7238125968925,0.2
6643,9953,Delta,Mansion,4.0,3.0,5.0,5017854.077,South South,15.42851292557336,2240.0567128981356,0.75
6645,2541,Bayelsa,Mansion,1.0,1.0,4.0,3576720.853,South South,15.089956975777413,1891.222052800781,1.0
6648,5001,Sokoto,Mansion,6.0,7.0,3.0,3531179.729,North West,15.077142573926674,1879.14334977404,1.167
6650,6262,Borno,Semi-detached duplex,9.0,2.0,6.0,2630644.879,North East,14.782739575237745,1621.9262865494227,0.222
6652,11760,Bauchi,Townhouse,6.0,2.0,4.0,1991747.398,North East,14.504522900852905,1411.2928108652718,0.333
6653,5502,Akwa Ibom,Detached duplex,1.0,1.0,1.0,1681173.888,South South,14.335002850229452,1296.6008977322206,1.0
6655,1204,Delta,Flat,2.0,1.0,1.0,1402804.086,South South,14.153983709989856,1184.4003064842561,0.5
6656,2,Ebonyi,Flat,9.0,5.0,4.0,2343938.473,South East,14.6673431806144,1530.992643026086,0.556
6657,142,Bauchi,Detached duplex,5.0,2.0,2.0,1679174.368,North East,14.333812782960434,1295.829606082528,0.4
6658,6673,Rivers,Mansion,8.0,2.0,6.0,6950891.132,South South,15.754380429753093,2636.454272692777,0.25
